lat,long,plot_id,month,year,great_huki_year,assess_date,removal,non-removal,av,as,gs,o,bp,cr,caul,ce,chon,cm,dc,da,ds,dict,gc,gp,gr,hal,hh,hyd,hyp,lc,lyng,lau,neo,pad,spy,uf,rock,sand,sand_depth_mean
21.28149,-157.72973,P0033,3,2025,,2025-03-01,h,,0,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,
21.2805,-157.7279,P0092,3,2025,2011,2025-03-01,ae,,0,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,
21.28158,-157.72983,P0078,3,2025,,2025-03-12,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,30,
21.28167,-157.72993,P0125,3,2025,,2025-03-03,h,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,80,
21.28068,-157.7305,P0126,3,2025,2010,2025-03-03,ae,,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,40,
21.28113,-157.72886,P0119,5,2025,,2025-05-10,h,,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,
21.2814,-157.72993,P0266,6,2025,2010,2025-06-26,h,,0,25,65,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,11,34,1.833333333
21.27969,-157.73224,P0420,1,2025,,2025-01-29,e,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,15,0,10,0,0,0,0,0,40,40,
21.27933,-157.73234,P0421,1,2025,,2025-01-29,e,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,15,0,0,0,0,0,20,50,
21.2796,-157.72249,P0422,2,2025,,2025-02-04,e,,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,0,0,35,35,
21.2796,-157.72268,P0423,1,2025,,2025-01-29,e,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,20,30,
21.27969,-157.72297,P0427,6,2025,,2025-06-27,e,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,36,108,2
21.27969,-157.72307,P0428,6,2025,,2025-06-27,e,,1,22,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,18,0,0,0,0,3,0,0,1,0,0,24,268,3.322580645
21.27978,-157.72693,P0432,2,2025,,2025-02-10,a,,10,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,
21.27978,-157.72712,P0434,6,2025,,2025-06-27,ae,,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,218,2.353846154
21.27978,-157.72722,P0435,5,2025,,2025-05-25,h,,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,16,68,
21.27987,-157.72268,P0439,1,2025,,2025-01-29,e,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,80,
21.27987,-157.72722,P0442,6,2025,,2025-06-27,h,,1,18,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,3,0,0,0,0,2,1,0,0,2,0,34,205,3.361702128
21.27987,-157.72838,P0443,2,2025,,2025-02-10,ae,,10,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,20,60,
21.27996,-157.72712,P0452,6,2025,,2025-06-27,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,73,77,2.85
21.27996,-157.72722,P0291,5,2025,2010,2025-05-25,h,,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,48,35,
21.27996,-157.73079,P0453,2,2025,,2025-02-10,ae,,30,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,
21.28005,-157.72722,P0292,6,2025,2010,2025-06-27,h,,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,147,1.672727273
21.28014,-157.72722,P0462,5,2025,2010,2025-05-25,h,,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,62,
21.28014,-157.73079,P0463,5,2025,,2025-05-25,ae,,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,68,
21.28023,-157.72799,P0469,8,2025,,2025-08-23,a,,0,28,0,0,0,0,66,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,24,3.8
21.28023,-157.72838,P0470,8,2025,,2025-08-23,h,,0,41,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0,0,1,0,0,55,18,3.5
21.28023,-157.72848,P0471,6,2025,,2025-06-27,h,,0,65,0,0,0,0,2,0,4,0,3,0,0,3,0,0,0,1,0,0,0,0,46,0,0,3,0,0,26,29,1.9
21.28023,-157.73234,P0477,1,2025,,2025-01-29,a,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,20,0,0,0,15,0,0,60,
21.28023,-157.73321,P0478,3,2025,,2025-03-19,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,2,0,0,5,75,
21.28032,-157.72722,P0481,5,2025,,2025-05-25,h,,1,6,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,16,56,
21.28032,-157.7278,P0482,5,2025,,2025-05-25,e,,3,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,14,68,
21.28032,-157.72799,P0484,8,2025,,2025-08-24,a,,0,62,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,26,0,0,1,0,0,34,30,3.285714286
21.28032,-157.72809,P0485,8,2025,,2025-08-23,e,,0,44,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,17,167,4.964285714
21.28032,-157.72809,P0485,6,2025,,2025-06-27,e,,1,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,56,2.5
21.28032,-157.72838,P0487,8,2025,,2025-08-23,h,,0,33,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,27,1,0,0,0,0,14,92,3.6
21.28032,-57,P0488,5,2025,,2025-05-25,h,,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,43,
21.28032,-157.73108,P0494,7,2025,2011,2025-07-25,aq,,1,18,0,0,0,0,4,0,8,0,0,0,2,0,0,0,0,2,0,0,0,0,36,0,0,1,0,0,49,27,1.454545455
21.28032,-157.73118,P0495,7,2025,2011,2025-07-25,ae,,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,45,153,2.326086957
21.28041,-157.72799,P0506,6,2025,,2025-06-27,a,,2,39,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,105,2.088235294
21.28041,-157.72809,P0507,6,2025,,2025-06-27,e,,1,46,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,1,1,0,34,38,1.923076923
21.28041,-157.72838,P0508,6,2025,,2025-06-27,a,,2,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,40,20,1.222222222
21.28041,-157.73012,P0299,8,2025,2011,2025-08-23,h,,2,28,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,79,2.434782609
21.28041,-157.73021,P0509,5,2025,2011,2025-05-24,h,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,25,25,
21.28041,-157.73118,P0515,6,2025,,2025-06-13,ae,,0,25,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,28,65,3.642857143
21.28041,-157.73321,P0525,2,2025,,2025-02-04,e,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,60,
21.2805,-157.72828,P0528,6,2025,,2025-06-27,bqen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,39,87,2.782608696
21.2805,-157.72925,P0306,5,2025,,2025-05-25,h,,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,80,
21.2805,-157.72954,P0532,6,2025,2010,2025-06-07,h,,10,35,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,
21.2805,-157.72964,P0533,3,2025,2010,2025-03-01,h,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,20,0,25,25,
21.28059,-157.72915,P0560,5,2025,,2025-05-25,a,,1,38,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,11,0,0,0,5,0,13,30,
21.28059,-157.72964,P0562,6,2025,2010,2025-06-08,h,,0,20,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,25,25,
21.28059,-157.72973,P0563,6,2025,2010,2025-06-08,h,,0,25,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,15,
21.28059,-157.73253,P0585,3,2025,,2025-03-19,E,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,25,25,
21.28068,-157.72848,P0594,7,2025,2010,2025-07-25,h,,0,20,1,0,0,0,6,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,55,74,2.894736842
21.28068,-157.72857,P0595,3,2025,2010,2025-03-17,h,,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,30,30,
21.28068,-157.72886,P0598,4,2025,,2025-04-23,e,,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,1,2,0,10,70,
21.28068,-157.72915,P0290,4,2025,,2025-04-23,h,,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,65,
21.28068,-157.73157,P0615,6,2025,,2025-06-09,e,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,2,50,
21.28068,-157.73166,P0616,6,2025,,2025-06-09,e,,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,0,0,0,10,0,20,40,
21.28068,-157.73253,P0622,3,2025,,2025-03-19,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,30,0,0,0,10,0,15,10,
21.28077,-157.72838,P0630,8,2025,2010,2025-08-23,h,,1,7,0,0,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,34,88,2.384615385
21.28077,-157.72877,P0632,6,2025,,2025-06-07,ae,,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,35,35,
21.28077,-157.72886,P0633,6,2025,,2025-06-07,h,,0,35,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,30,30,
21.28077,-157.73118,P0646,6,2025,,2025-06-26,ae,,0,17,3,0,0,0,16,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,2,0,46,62,2.444444444
21.28077,-157.73137,P0648,6,2025,,2025-06-09,ae,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,
21.28077,-157.73147,P0649,6,2025,2010,2025-06-09,h,,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,10,
21.28077,-157.73157,P0650,6,2025,2010,2025-06-09,h,,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,60,
21.28077,-157.73263,P0656,5,2025,,2025-05-10,E,,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,
21.28086,-157.72838,P0245,7,2025,2010,2025-07-11,h,,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,29,222,3.625
21.28086,-157.73157,P0680,6,2025,2010,2025-06-26,h,,5,32,7,0,0,0,35,0,8,0,0,2,1,0,0,0,0,3,0,0,0,0,34,1,0,0,4,0,10,107,3.115384615
21.28086,-157.73244,P0371,4,2025,,2025-04-19,h,,10,50,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,15,25,
21.28095,-157.72819,P0690,8,2025,2010,2025-08-23,bqen,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,2,0,60,35,2.5
21.28095,-157.72828,P0691,7,2025,2010,2025-07-11,h,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,373,3.388235294
21.28095,-157.72838,P0692,5,2025,2010,2025-05-25,h,,0,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,8,76,
21.28095,-157.72867,P0693,5,2025,,2025-05-24,h,,0,20,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,50,
21.28095,-157.72944,P0695,6,2025,2010,2025-06-07,h,,0,40,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,30,20,
21.28095,-157.72954,P0338,4,2025,2010,2025-04-23,h,,0,15,15,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,30,35,
21.28095,-157.7305,P0699,7,2025,2010,2025-07-25,h,,0,63,35,0,0,0,44,0,27,0,0,18,8,0,0,0,0,7,0,0,0,0,83,0,0,0,7,0,14,0,
21.28095,-157.73157,P0347,5,2025,2010,2025-05-26,h,,5,44,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,2,0,20,78,2.25
21.28095,-157.73195,P0711,5,2025,,2025-05-10,e,,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,
21.28122,-157.73234,P0713,4,2025,,2025-04-19,a,,0,40,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,25,15,
21.28104,-157.72819,P0717,8,2025,,2025-08-23,a,,1,11,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,26,211,3.906976744
21.28104,-157.72828,P0718,7,2025,,2025-07-11,h,,0,14,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,138,2.285714286
21.28104,-157.72838,P0719,5,2025,,2025-05-25,h,,0,16,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,13,28,
21.28104,-157.72993,P0344,6,2025,2011,2025-06-10,h,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,45,25,
21.28104,-157.7305,P0728,7,2025,2010,2025-07-12,h,,0,25,5,0,0,0,13,0,4,0,1,4,0,0,0,0,0,1,0,0,0,2,4,0,0,0,6,0,44,14,1.8
21.28104,-157.73147,P0085,6,2025,,2025-06-09,h,,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,20,
21.28104,-157.73186,P0738,5,2025,,2025-05-10,e,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,
21.28104,-157.73253,P0377,5,2025,,2025-05-10,h,,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,
21.28113,-157.72819,P0744,8,2025,,2025-08-23,bqen,,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,3,0,36,119,2.71875
21.28113,-157.72828,P0213,5,2025,,2025-05-25,bqen,,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,76,
21.28113,-157.72838,P0246,5,2025,,2025-05-25,h,,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,68,
21.28113,-157.72848,P0128,5,2025,,2025-05-25,a,,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,15,58,
21.28113,-157.72867,P0745,7,2025,,2025-07-11,h,,0,18,8,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,180,2.673469388
21.28113,-157.72915,P0082,3,2025,2010,2025-03-15,h,,0,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,5,0,30,20,
21.28113,-157.72925,P0084,3,2025,2010,2025-03-15,h,,0,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,10,40,
21.28113,-157.73079,P0753,6,2025,2011,2025-06-12,h,,2,43,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,2,0,0,15,0,0.8,8,1.666666667
21.28113,-157.73128,P0757,8,2025,2010,2025-08-23,h,,0,31,7,0,0,0,6,0,1,0,9,0,1,0,0,0,0,0,0,0,8,0,54,11,0,0,1,0,27,0,
21.28113,-157.73157,P0760,6,2025,2010,2025-06-09,ae,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,35,35,
21.28113,-157.73176,P0762,5,2025,,2025-05-23,e,,0,30,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,10,0,30,20,
21.28113,-157.73186,P0763,5,2025,,2025-05-10,e,,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,
21.28113,-157.73195,P0764,5,2025,,2025-05-10,e,,1,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,
21.28113,-157.73224,P0765,5,2025,,2025-05-10,h,,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,
21.28122,-157.72867,P0006,4,2025,,2025-04-23,h,,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,75,
21.28122,-157.72886,P0175,4,2025,,2025-04-23,h,,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,60,
21.28122,-157.72896,P0086,8,2025,,2025-08-23,h,,0,29,18,0,0,0,3,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,25,0,0,0,15,0,28,113,2.896551724
21.28122,-157.72915,P0009,3,2025,,2025-03-15,h,,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,10,
21.28122,-157.72925,P0121,3,2025,,2025-03-15,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,20,20,
21.28122,-157.73021,P0773,2,2025,,2025-02-10,c,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,25,25,
21.28122,-157.73118,P0779,8,2025,2010,2025-08-23,h,,0,49,17,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,61,1,0,0,8,0,47,8,1.666666667
21.28122,-157.73128,P0005,6,2025,2010,2025-06-13,h,,0,8,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,2
21.28122,-157.73224,P0784,5,2025,,2025-05-10,h,,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,
21.28131,-157.72886,P0075,4,2025,,2025-04-23,a,,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,30,
21.28131,-157.72906,P0008,3,2025,,2025-03-15,h,,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,20,
21.28131,-157.72925,P0031,3,2025,,2025-03-15,h,,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,
21.28131,-157.72935,P0032,3,2025,,2025-03-17,h,,5,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,10,15,
21.28131,-157.72964,P0058,3,2025,,2025-03-03,h,,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,10,0,35,35,
21.28131,-157.72993,P0297,3,2025,,2025-03-03,h,,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,20,
21.2814,-157.72925,P0237,6,2025,,2025-06-07,h,,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,50,
21.2814,-157.73031,P0105,7,2025,,2025-07-15,h,,0,15,19,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,47,65,2.095238095
21.2814,-157.73041,P0797,7,2025,,2025-07-11,h,,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,53,92,2.407407407
21.2814,-157.7305,P0107,7,2025,2010,2025-07-11,h,,0,11,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,15,124,2.757575758
21.2814,-157.73099,P0038,3,2025,2010,2025-03-19,h,,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,20,0,15,40,
21.2814,-157.73118,P0281,7,2025,2010,2025-07-25,h,,0,13,29,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,3,0,4,4,0,0,27,0,45,43,2.307692308
21.2814,-157.73128,P0151,2,2025,2010,2025-02-18,h,,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,20,30,
21.2814,157.73234,P0802,5,2025,,2025-05-10,h,,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40,
21.28149,-157.73031,P0109,7,2025,,2025-07-11,h,,0,19,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,100,2.03030303
21.28149,-157.73099,P0149,6,2025,2010,2025-06-27,h,,0,14,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,0,33,95,2.064516129
21.28149,-157.73128,P0028,6,2025,2010,2025-06-26,h,,0,25,19,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,5,0,2,7,0,0,21,0,27,76,1.814814815
21.28149,-157.73137,P0302,6,2025,2010,2025-06-13,h,,1,32,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,29,59,2.470588235
21.28158,-157.73002,P0065,4,2025,,2025-04-23,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,20,
21.28158,-157.73021,P0198,3,2025,2010,2025-03-03,h,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,55,
21.28158,-157.73118,P0244,5,2025,,2025-05-10,h,,0,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,
21.28158,-157.73128,P0152,5,2025,,2025-05-23,h,,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,25,
21.28158,-157.73137,P0153,6,2025,,2025-06-13,h,,0,19,23,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,24,94,1.540540541
21.28158,-157.73157,P0166,3,2025,,2025-03-19,h,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,50,
21.28167,-157.73215,P0367,5,2025,,2025-05-23,h,,0,15,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,20,20,
21.28176,15771978,P0824,4,2025,,2025-04-22,ae,,0,70,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,10,
21.28176,157.71988,P0825,4,2025,,2025-04-22,ae,,0,5,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,40,
21.28176,157.71997,P0826,4,2025,,2025-04-22,ae,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,10,10,0,30,30,
21.28176,-157.73079,P0827,4,2025,,2025-04-22,ae,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,95,
21.28176,-157.73089,P0828,4,2025,2010,2025-04-22,h,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,90,
,157.71959,P0833,4,2025,,2025-04-22,ae,,0,50,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,10,
21.28185,157.71968,P0834,4,2025,,2025-04-22,ae,,0,50,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,40,10,
21.28185,157.71978,P0835,4,2025,,2025-04-22,ae,,0,70,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,25,5,
21.28185,157.71988,P0836,4,2025,,2025-04-22,ae,,0,30,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,
